time,Azimuth,Pitch,Roll
16.806659,5.2,-31.2,1.1
16.814112,5.2,-31.3,1.1
16.816471,5.3,-31.4,1.2
16.821390,5.3,-31.5,1.3
16.826522,5.4,-31.6,1.3
16.832251,5.5,-31.7,1.4
16.837741,5.6,-31.8,1.5
16.843249,5.6,-31.9,1.5
16.846959,5.7,-32.0,1.6
16.851417,5.7,-32.1,1.6
16.856626,5.8,-32.1,1.7
16.863844,5.8,-32.2,1.7
16.867083,5.9,-32.3,1.7
16.871952,5.9,-32.3,1.7
16.876841,6.0,-32.4,1.8
16.882257,6.0,-32.5,1.8
16.887007,6.0,-32.5,1.8
16.891927,6.1,-32.6,1.8
16.898920,6.1,-32.6,1.7
16.902610,6.1,-32.6,1.7
16.906852,6.2,-32.7,1.7
16.913735,6.2,-32.7,1.7
16.917107,6.2,-32.8,1.7
16.922367,6.3,-32.8,1.7
16.927224,6.3,-32.9,1.8
16.932172,6.3,-32.9,1.8
16.937013,6.4,-32.9,1.8
16.942548,6.4,-33.0,1.8
16.948211,6.5,-33.0,1.8
16.952413,6.5,-33.0,1.8
16.957059,6.6,-33.1,1.9
16.965046,6.6,-33.1,1.9
16.967489,6.6,-33.2,1.9
16.972198,6.7,-33.2,2.0
16.977302,6.7,-33.3,2.0
16.982518,6.8,-33.3,2.0
16.987627,6.8,-33.4,2.0
16.992399,6.9,-33.4,2.1
16.997589,6.9,-33.4,2.1
17.003211,6.9,-33.5,2.1
17.007251,7.0,-33.5,2.1
17.013967,7.0,-33.5,2.1
17.017794,7.1,-33.5,2.1
17.022874,7.1,-33.5,2.1
17.027665,7.2,-33.5,2.1
17.032942,7.2,-33.4,2.2
17.038281,7.3,-33.4,2.2
17.042975,7.4,-33.3,2.2
17.050078,7.4,-33.3,2.2
17.053842,7.5,-33.2,2.2
17.057987,7.5,-33.2,2.3
17.063223,7.6,-33.2,2.3
17.067593,7.7,-33.2,2.3
17.072671,7.7,-33.1,2.4
17.077755,7.8,-33.1,2.4
17.083328,7.9,-33.1,2.4
17.088284,7.9,-33.1,2.5
17.092995,8.0,-33.1,2.5
17.098655,8.1,-33.0,2.5
17.102964,8.1,-33.0,2.5
17.107876,8.2,-33.0,2.5
17.115442,8.2,-33.0,2.5
17.118158,8.3,-32.9,2.5
17.123097,8.4,-32.9,2.6
17.132014,8.4,-32.9,2.6
17.134085,8.5,-32.9,2.6
17.137935,8.6,-32.9,2.6
17.143075,8.7,-32.9,2.7
17.148727,8.7,-32.9,2.7
17.153335,8.8,-33.0,2.7
17.158270,8.9,-33.0,2.7
17.165543,9.0,-33.1,2.7
17.168579,9.0,-33.2,2.7
17.173804,9.1,-33.3,2.7
17.181225,9.2,-33.4,2.7
17.183716,9.2,-33.6,2.6
17.188520,9.3,-33.7,2.6
17.193426,9.3,-33.9,2.5
17.198491,9.4,-34.0,2.5
17.203509,9.4,-34.2,2.4
17.208318,9.4,-34.4,2.3
17.214736,9.4,-34.5,2.2
17.218401,9.4,-34.7,2.1
17.223271,9.4,-34.9,2.0
17.230148,9.4,-35.1,1.9
17.233622,9.4,-35.2,1.8
17.238385,9.4,-35.4,1.7
17.243301,9.4,-35.6,1.7
17.248519,9.4,-35.7,1.6
17.254432,9.5,-35.9,1.6
17.258682,9.5,-36.0,1.5
17.263835,9.5,-36.2,1.5
17.268766,9.6,-36.4,1.5
17.273669,9.7,-36.6,1.5
17.281064,9.8,-36.7,1.5
17.283830,9.9,-36.9,1.5
17.289042,10.0,-37.1,1.5
17.293797,10.1,-37.2,1.5
17.299474,10.1,-37.3,1.5
17.304368,10.2,-37.4,1.5
17.308915,10.3,-37.5,1.4
17.313826,10.3,-37.5,1.4
17.319558,10.4,-37.5,1.4
17.324688,10.5,-37.5,1.4
17.332642,10.6,-37.6,1.4
17.334214,10.6,-37.6,1.4
17.339790,10.7,-37.6,1.4
17.344145,10.8,-37.6,1.4
17.349232,10.8,-37.6,1.4
17.354203,10.9,-37.6,1.4
17.359206,11.0,-37.7,1.4
17.365219,11.0,-37.7,1.4
17.370575,11.1,-37.8,1.4
17.374359,11.1,-37.8,1.4
17.379961,11.1,-37.9,1.4
17.384351,11.1,-37.9,1.4
17.389987,11.2,-38.0,1.4
17.394374,11.2,-38.1,1.4
17.399342,11.2,-38.1,1.4
17.406485,11.2,-38.2,1.4
17.409626,11.2,-38.3,1.4
17.414416,11.2,-38.3,1.4
17.419458,11.2,-38.3,1.4
17.424941,11.2,-38.4,1.3
17.429475,11.3,-38.4,1.3
17.434895,11.3,-38.5,1.3
17.439778,11.3,-38.5,1.3
17.444694,11.3,-38.5,1.3
17.450099,11.3,-38.6,1.3
17.455150,11.4,-38.6,1.4
17.460079,11.4,-38.6,1.4
17.464580,11.5,-38.6,1.4
17.471706,11.5,-38.6,1.5
17.475086,11.6,-38.6,1.5
17.479804,11.7,-38.6,1.5
17.484721,11.8,-38.5,1.5
17.490203,11.9,-38.5,1.5
17.494878,12.0,-38.5,1.5
17.499886,12.1,-38.4,1.6
17.507539,12.2,-38.3,1.6
17.510285,12.3,-38.3,1.6
17.514980,12.4,-38.2,1.6
17.523420,12.5,-38.1,1.6
17.524925,12.7,-38.0,1.6
17.531385,12.8,-38.0,1.6
17.535038,12.9,-37.9,1.6
17.540264,13.1,-37.8,1.6
17.545068,13.2,-37.8,1.7
17.550146,13.3,-37.8,1.7
17.556264,13.5,-37.7,1.7
17.560495,13.6,-37.7,1.7
17.565376,13.7,-37.7,1.7
17.574206,13.9,-37.7,1.7
17.575954,14.0,-37.7,1.7
17.580573,14.1,-37.7,1.7
17.585861,14.3,-37.8,1.7
17.590669,14.4,-37.8,1.6
17.595638,14.5,-37.9,1.6
17.600502,14.7,-37.9,1.6
17.605920,14.8,-38.0,1.5
17.610660,14.9,-38.1,1.5
17.615409,15.0,-38.1,1.4
17.621878,15.1,-38.2,1.4
17.625714,15.3,-38.3,1.3
17.630543,15.4,-38.4,1.3
17.636004,15.5,-38.4,1.2
17.640727,15.6,-38.5,1.2
17.645604,15.7,-38.6,1.2
17.650746,15.8,-38.6,1.1
17.656309,15.9,-38.7,1.1
17.660948,16.0,-38.7,1.1
17.665697,16.2,-38.7,1.2
17.671626,16.3,-38.8,1.2
17.675841,16.4,-38.8,1.2
17.680793,16.5,-38.9,1.2
17.688205,16.7,-38.9,1.3
17.690976,16.8,-38.9,1.3
17.695875,16.9,-38.9,1.4
17.700829,17.1,-38.9,1.4
17.706011,17.2,-38.9,1.5
17.711217,17.4,-38.9,1.6
17.716164,17.5,-38.9,1.6
17.721682,17.7,-38.9,1.7
17.726010,17.8,-38.9,1.8
17.731037,18.0,-38.9,1.8
17.738398,18.1,-38.8,1.9
17.741399,18.3,-38.8,1.9
17.747005,18.4,-38.7,2.0
17.751203,18.6,-38.7,2.0
17.757191,18.7,-38.6,2.1
17.761312,18.8,-38.5,2.1
17.766184,18.9,-38.5,2.1
17.772088,19.1,-38.4,2.1
17.776432,19.2,-38.3,2.1
17.781277,19.3,-38.2,2.0
17.788650,19.4,-38.2,2.0
17.791670,19.4,-38.1,1.9
17.796561,19.5,-38.1,1.8
17.801569,19.6,-38.0,1.8
17.806730,19.7,-38.0,1.7
17.811526,19.8,-38.0,1.6
17.816950,19.8,-38.0,1.5
17.822274,19.9,-38.0,1.4
17.826810,19.9,-38.1,1.4
17.831849,19.9,-38.1,1.3
17.838768,20.0,-38.1,1.2
17.842077,20.0,-38.2,1.0
17.846655,20.0,-38.2,0.7
17.851974,20.0,-38.2,0.5
17.857111,20.0,-38.2,0.4
17.862296,20.0,-38.2,0.3
17.866892,20.0,-38.3,0.3
17.873834,20.0,-38.3,0.3
17.876995,20.1,-38.4,0.4
17.882263,20.1,-38.4,0.4
17.890357,20.1,-38.4,0.5
17.892144,20.1,-38.4,0.5
17.896933,20.1,-38.5,0.6
17.902485,20.2,-38.5,0.7
17.907736,20.2,-38.4,0.8
17.913427,20.2,-38.4,0.9
17.917067,20.3,-38.4,0.9
17.923319,20.3,-38.4,1.0
17.927326,20.3,-38.4,1.1
17.932263,20.3,-38.3,1.1
17.938365,20.3,-38.3,1.2
17.942627,20.3,-38.2,1.2
17.947090,20.3,-38.2,1.3
17.952410,20.3,-38.1,1.4
17.958454,20.3,-38.1,1.4
17.962948,20.3,-38.0,1.5
17.967220,20.3,-38.0,1.5
17.972799,20.3,-37.9,1.6
17.977493,20.3,-37.8,1.6
17.982792,20.3,-37.8,1.7
17.988767,20.3,-37.7,1.7
17.992530,20.3,-37.7,1.8
17.997445,20.3,-37.6,1.9
18.005058,20.3,-37.6,1.9
18.007742,20.3,-37.6,2.0
18.012873,20.3,-37.6,2.0
18.017834,20.3,-37.6,2.0
18.023807,20.3,-37.6,2.0
18.027751,20.3,-37.6,2.0
18.032905,20.3,-37.6,2.0
18.043843,20.3,-37.6,1.9
18.044033,20.3,-37.6,1.9
18.047852,20.3,-37.6,1.8
18.052744,20.3,-37.6,1.7
18.058015,20.2,-37.7,1.6
18.064570,20.2,-37.7,1.5
18.068019,20.2,-37.7,1.4
18.074011,20.2,-37.8,1.4
18.077882,20.2,-37.9,1.3
18.082966,20.2,-37.9,1.2
18.088672,20.2,-38.0,1.1
18.093046,20.2,-38.1,1.0
18.099495,20.3,-38.1,1.0
18.105593,20.3,-38.2,0.9
18.108749,20.3,-38.3,0.8
18.113262,20.3,-38.3,0.8
18.118325,20.4,-38.3,0.7
18.123429,20.4,-38.4,0.7
18.128023,20.5,-38.4,0.7
18.133405,20.5,-38.4,0.7
18.138433,20.6,-38.4,0.7
18.143141,20.6,-38.5,0.7
18.148194,20.7,-38.5,0.6
18.155812,20.8,-38.5,0.6
18.158446,20.9,-38.4,0.6
18.163439,21.0,-38.4,0.6
18.168630,21.0,-38.4,0.6
18.173574,21.1,-38.4,0.6
18.178594,21.2,-38.4,0.5
18.183113,21.3,-38.3,0.5
18.188522,21.5,-38.3,0.5
18.193243,21.6,-38.3,0.4
18.198344,21.7,-38.3,0.4
18.205228,21.8,-38.3,0.4
18.208589,21.9,-38.3,0.3
18.213477,21.9,-38.3,0.3
18.218258,22.0,-38.3,0.2
18.224173,22.1,-38.3,0.2
18.228998,22.1,-38.4,0.2
18.234088,22.2,-38.5,0.2
18.239936,22.3,-38.5,0.2
18.244571,22.3,-38.6,0.2
18.248667,22.4,-38.7,0.2
18.255138,22.5,-38.8,0.2
18.258393,22.5,-38.9,0.3
18.263385,22.6,-39.0,0.3
18.268456,22.7,-39.1,0.3
18.273967,22.7,-39.2,0.3
18.278640,22.8,-39.3,0.3
18.283935,22.9,-39.4,0.3
18.290271,22.9,-39.5,0.3
18.296355,23.0,-39.6,0.3
18.299080,23.1,-39.9,0.2
18.305699,23.1,-40.1,0.2
18.309077,23.2,-40.4,0.1
18.314296,23.3,-40.7,0.1
18.321476,23.3,-41.2,-0.1
18.324357,23.4,-41.6,-0.3
18.329167,23.5,-42.0,-0.5
18.334349,23.5,-42.1,-0.5
18.339474,23.6,-42.2,-0.6
18.344350,23.7,-42.2,-0.6
18.349526,23.8,-42.2,-0.5
18.356631,23.9,-42.1,-0.5
18.361449,24.0,-42.1,-0.5
18.364980,24.1,-42.0,-0.4
18.372049,24.2,-41.9,-0.3
18.382449,24.3,-41.9,-0.3
18.382920,24.4,-41.8,-0.2
18.385077,24.5,-41.7,-0.1
18.389563,24.6,-41.6,0.1
18.397474,24.7,-41.5,0.2
18.400014,24.8,-41.4,0.3
18.407910,24.9,-41.3,0.4
18.411024,25.0,-41.1,0.6
18.415299,25.1,-41.0,0.7
18.422164,25.2,-40.9,0.9
18.425112,25.3,-40.7,1.1
18.430192,25.4,-40.6,1.2
18.435114,25.5,-40.4,1.4
18.440236,25.6,-40.1,1.7
18.446578,25.7,-40.0,1.9
18.450773,25.8,-39.9,2.1
18.458210,25.9,-39.8,2.2
18.461185,26.0,-39.8,2.3
18.465283,26.1,-39.8,2.5
18.472169,26.3,-39.7,2.6
18.475217,26.4,-39.7,2.7
18.480191,26.5,-39.7,2.8
18.484921,26.6,-39.7,2.9
18.490892,26.7,-39.7,3.0
18.495597,26.9,-39.7,3.0
18.500199,27.0,-39.8,3.1
18.506085,27.1,-39.8,3.2
18.510085,27.2,-39.8,3.2
18.514962,27.3,-39.9,3.3
18.521027,27.4,-39.9,3.3
18.525202,27.5,-40.0,3.4
18.530241,27.6,-40.1,3.4
18.535107,27.7,-40.1,3.5
18.540308,27.8,-40.2,3.5
18.547352,27.9,-40.2,3.6
18.550390,28.0,-40.3,3.6
18.555732,28.2,-40.4,3.7
18.560805,28.3,-40.5,3.7
18.566007,28.4,-40.6,3.8
18.571723,28.5,-40.7,3.8
18.575461,28.6,-40.9,3.8
18.580429,28.7,-41.0,3.8
18.585638,28.8,-41.1,3.8
18.590684,28.9,-41.2,3.8
18.595564,29.0,-41.3,3.8
18.600922,29.1,-41.4,3.8
18.605603,29.2,-41.4,3.8
18.610650,29.3,-41.5,3.8
18.615724,29.4,-41.5,3.8
18.621325,29.5,-41.6,3.8
18.626020,29.6,-41.6,3.8
18.630941,29.7,-41.6,3.8
18.637992,29.8,-41.6,3.8
18.641057,29.9,-41.7,3.9
18.646048,30.0,-41.7,3.9
18.650833,30.1,-41.7,3.9
18.655957,30.2,-41.7,3.9
18.661086,30.3,-41.7,3.9
18.665921,30.5,-41.7,4.0
18.671728,30.6,-41.7,4.0
18.676212,30.7,-41.8,4.0
18.681311,30.9,-41.8,4.0
18.687843,31.0,-41.8,4.0
18.691030,31.2,-41.8,4.0
18.695998,31.3,-41.8,4.0
18.700993,31.4,-41.8,4.0
18.706426,31.6,-41.9,4.0
18.711365,31.7,-41.9,4.0
18.716042,31.8,-41.9,4.0
18.722779,32.0,-41.9,4.0
18.726260,32.1,-42.0,4.0
18.732531,32.2,-42.0,3.9
18.738547,32.3,-42.0,3.9
18.741452,32.4,-42.1,3.9
18.746227,32.5,-42.1,3.9
18.751321,32.6,-42.2,3.9
18.756462,32.7,-42.2,3.9
18.762243,32.8,-42.3,3.9
18.766955,32.9,-42.3,3.8
18.772849,33.0,-42.4,3.8
18.776959,33.0,-42.5,3.8
18.781813,33.1,-42.5,3.8
18.788825,33.2,-42.6,3.8
18.791676,33.3,-42.7,3.8
18.796859,33.4,-42.7,3.8
18.802009,33.5,-42.8,3.8
18.806764,33.6,-42.9,3.8
18.811657,33.8,-42.9,3.9
18.816757,33.9,-43.0,3.9
18.822118,34.0,-43.0,3.9
18.826816,34.2,-43.0,3.9
18.831863,34.3,-43.0,4.0
18.839188,34.5,-43.0,4.0
18.842226,34.7,-43.0,4.1
18.847000,34.8,-43.0,4.2
18.851923,35.0,-42.9,4.3
18.856955,35.2,-42.9,4.3
18.862741,35.3,-42.9,4.4
18.867165,35.5,-42.9,4.5
18.872933,35.7,-42.9,4.5
18.877186,35.8,-43.0,4.6
18.882525,36.0,-43.0,4.6
18.888705,36.2,-43.1,4.7
18.892327,36.4,-43.1,4.8
18.897135,36.5,-43.2,4.9
18.904588,36.7,-43.4,5.0
18.907270,36.8,-43.4,5.0
18.912456,37.0,-43.5,5.0
18.917328,37.1,-43.6,5.1
18.922978,37.3,-43.6,5.1
18.927336,37.4,-43.6,5.0
18.932142,37.6,-43.6,5.0
18.937239,37.7,-43.6,5.0
18.942741,37.8,-43.6,4.9
18.947523,38.0,-43.6,4.9
18.953672,38.1,-43.6,4.8
18.957722,38.3,-43.6,4.8
18.962507,38.4,-43.6,4.7
18.967227,38.6,-43.6,4.7
18.972451,38.7,-43.6,4.7
18.977380,38.8,-43.6,4.7
18.982860,39.0,-43.6,4.7
18.987474,39.2,-43.6,4.7
18.992542,39.3,-43.6,4.7
18.997496,39.5,-43.5,4.7
19.003296,39.6,-43.5,4.7
19.007601,39.8,-43.4,4.8
19.012827,40.0,-43.4,4.8
19.017705,40.2,-43.4,4.8
19.022901,40.4,-43.3,4.8
19.027494,40.6,-43.3,4.8
19.032478,40.8,-43.3,4.8
19.039748,41.0,-43.3,4.8
19.046479,41.2,-43.4,4.8
19.047922,41.4,-43.4,4.8
19.054248,41.6,-43.5,4.8
19.058150,41.8,-43.6,4.8
19.062812,42.0,-43.7,4.8
19.067922,42.2,-43.8,4.8
19.072943,42.4,-44.0,4.8
19.077731,42.7,-44.1,4.8
19.082786,42.9,-44.3,4.7
19.087853,43.1,-44.4,4.7
19.094269,43.3,-44.6,4.7
19.098151,43.5,-44.7,4.7
19.104543,43.7,-44.9,4.7
19.108016,43.9,-45.0,4.7
19.112898,44.1,-45.1,4.7
19.117998,44.3,-45.2,4.7
19.122936,44.5,-45.3,4.7
19.128043,44.7,-45.4,4.6
19.133419,44.9,-45.5,4.6
19.138025,45.1,-45.6,4.6
19.143227,45.3,-45.7,4.6
19.148975,45.5,-45.7,4.6
19.155448,45.7,-45.8,4.5
19.158631,45.9,-45.9,4.5
19.163395,46.1,-45.9,4.4
19.170482,46.3,-46.0,4.4
19.173661,46.5,-46.0,4.4
19.181781,46.7,-46.1,4.3
19.183442,47.0,-46.1,4.3
19.188548,47.2,-46.2,4.3
19.193533,47.4,-46.2,4.2
19.198602,47.7,-46.3,4.2
19.205421,47.9,-46.3,4.1
19.208684,48.1,-46.4,4.1
19.213556,48.4,-46.5,4.0
19.221887,48.6,-46.5,3.9
19.224490,48.8,-46.5,3.9
19.228645,49.0,-46.5,3.9
19.233656,49.2,-46.5,3.9
19.238575,49.4,-46.5,3.8
19.243941,49.6,-46.5,3.8
19.248899,49.8,-46.5,3.8
19.254672,50.0,-46.5,3.8
19.258677,50.1,-46.5,3.8
19.263706,50.3,-46.5,3.7
19.270185,50.4,-46.5,3.7
19.273972,50.6,-46.6,3.7
19.279009,50.7,-46.6,3.8
19.283899,50.9,-46.7,3.8
19.288908,51.1,-46.7,3.8
19.294159,51.2,-46.8,3.8
19.299096,51.4,-46.8,3.8
19.304958,51.6,-46.8,3.8
19.309311,51.7,-46.9,3.9
19.314336,51.9,-46.9,3.9
19.322410,52.1,-47.0,3.9
19.324612,52.2,-47.1,3.8
19.329245,52.4,-47.2,3.7
19.334161,52.5,-47.2,3.6
19.339914,52.6,-47.3,3.6
19.345269,52.7,-47.3,3.7
19.349542,52.8,-47.4,3.7
19.355614,52.9,-47.4,3.7
19.359369,53.0,-47.4,3.7
19.364349,53.0,-47.5,3.7
19.371887,53.1,-47.5,3.8
19.374687,53.2,-47.4,3.8
19.379359,53.2,-47.0,4.0
19.384382,53.3,-46.6,4.1
19.389769,53.3,-46.4,4.3
19.395355,53.4,-46.1,4.7
19.399830,53.5,-45.8,5.0
19.405954,53.6,-45.9,5.2
19.409659,53.7,-45.9,5.3
19.414584,53.9,-46.0,5.5
19.422947,54.0,-46.1,5.6
19.425579,54.2,-46.2,5.8
19.430025,54.3,-46.3,5.9
19.434913,54.5,-46.4,6.0
19.440228,54.6,-46.5,6.1
19.444874,54.8,-46.5,6.2
19.449793,55.0,-46.6,6.3
19.455024,55.1,-46.6,6.4
19.459912,55.3,-46.6,6.4
19.464820,55.5,-46.6,6.4
19.471327,55.6,-46.7,6.4
19.475216,55.8,-46.7,6.4
19.480221,55.9,-46.8,6.4
19.488867,56.1,-46.8,6.4
19.490699,56.3,-46.9,6.4
19.495351,56.4,-47.0,6.4
19.499962,56.6,-47.1,6.4
19.505682,56.7,-47.3,6.4
19.510200,56.9,-47.4,6.4
19.515076,57.0,-47.5,6.3
19.522038,57.1,-47.7,6.3
19.525391,57.2,-47.8,6.3
19.530236,57.3,-48.0,6.2
19.536326,57.4,-48.1,6.1
19.540559,57.5,-48.3,6.1
19.545291,57.6,-48.4,6.0
19.551021,57.7,-48.6,5.9
19.556581,57.8,-48.7,5.8
19.560670,57.9,-48.9,5.8
19.565517,58.0,-49.1,5.7
19.571757,58.1,-49.2,5.7
19.575505,58.2,-49.4,5.6
19.580564,58.3,-49.5,5.6
19.588442,58.4,-49.7,5.6
19.590441,58.6,-49.8,5.5
19.595563,58.7,-50.0,5.5
19.600534,58.9,-50.1,5.5
19.605758,59.0,-50.3,5.5
19.610742,59.2,-50.4,5.5
19.615669,59.3,-50.6,5.5
19.621599,59.5,-50.7,5.5
19.625453,59.7,-50.9,5.5
19.630367,59.9,-51.0,5.5
19.636765,60.0,-51.1,5.5
19.640597,60.2,-51.2,5.5
19.645549,60.3,-51.3,5.4
19.650534,60.5,-51.4,5.4
19.655685,60.6,-51.5,5.4
19.660927,60.8,-51.6,5.3
19.665879,61.0,-51.7,5.3
19.671174,61.2,-51.7,5.3
19.676384,61.3,-51.8,5.3
19.680990,61.5,-51.8,5.3
19.689139,61.7,-51.9,5.2
19.690983,61.9,-51.9,5.2
19.695751,62.1,-51.9,5.2
19.700705,62.3,-52.0,5.3
19.705972,62.5,-52.0,5.3
19.710844,62.6,-52.0,5.3
19.716222,62.8,-52.1,5.3
19.721226,63.0,-52.1,5.3
19.726197,63.2,-52.1,5.3
19.731358,63.3,-52.2,5.3
19.736892,63.5,-52.2,5.3
19.741305,63.7,-52.2,5.3
19.746280,63.8,-52.3,5.4
19.753203,64.0,-52.3,5.4
19.756757,64.1,-52.3,5.4
19.761586,64.3,-52.4,5.4
19.766749,64.4,-52.4,5.4
19.771496,64.6,-52.5,5.4
19.776562,64.7,-52.5,5.4
19.781659,64.8,-52.6,5.4
19.788283,64.9,-52.7,5.4
19.791615,65.0,-52.7,5.3
19.796670,65.2,-52.8,5.3
19.803105,65.3,-52.8,5.3
19.806643,65.4,-52.9,5.4
19.812943,65.5,-53.0,5.4
19.816670,65.6,-53.1,5.4
19.822224,65.7,-53.1,5.4
19.826796,65.9,-53.2,5.4
19.831619,66.0,-53.3,5.4
19.836822,66.1,-53.4,5.3
19.842133,66.2,-53.5,5.3
19.846698,66.3,-53.6,5.3
19.852797,66.3,-53.7,5.2
19.857968,66.4,-53.7,5.2
19.862668,66.5,-53.8,5.2
19.867240,66.6,-53.9,5.2
19.871928,66.8,-53.9,5.2
19.877915,66.9,-54.0,5.2
19.883276,67.0,-54.0,5.2
19.888292,67.1,-54.0,5.2
19.892323,67.2,-54.0,5.2
19.897076,67.3,-54.0,5.2
19.904629,67.4,-54.0,5.2
19.907154,67.5,-54.0,5.2
19.912281,67.6,-54.0,5.2
19.917258,67.8,-54.0,5.2
19.922434,67.9,-54.0,5.2
19.927161,68.0,-54.1,5.2
19.932280,68.1,-54.1,5.2
19.937974,68.3,-54.1,5.2
19.942884,68.4,-54.2,5.3
19.947367,68.5,-54.2,5.3
19.954409,68.7,-54.3,5.3
19.958073,68.8,-54.3,5.4
19.962711,68.9,-54.4,5.4
19.967830,69.1,-54.5,5.4
19.972463,69.2,-54.5,5.4
19.977653,69.4,-54.6,5.5
19.982790,69.5,-54.6,5.5
19.987642,69.7,-54.7,5.5
19.992572,69.8,-54.7,5.6
19.997537,70.0,-54.7,5.6
20.004765,70.1,-54.7,5.6
20.007742,70.2,-54.8,5.7
20.012597,70.4,-54.8,5.7
20.017595,70.5,-54.8,5.8
20.022820,70.7,-54.9,5.8
20.027919,70.8,-54.9,5.8
20.032847,71.0,-55.1,5.9
20.037889,71.2,-55.4,5.9
20.043397,71.4,-56.0,5.9
20.051584,71.6,-56.4,5.9
20.054273,71.8,-56.6,5.9
20.057863,71.9,-56.7,5.9
20.063174,72.0,-56.8,5.9
20.067886,72.1,-56.7,5.9
20.072872,72.2,-56.7,5.9
20.077919,72.2,-56.7,5.9
20.082835,72.3,-56.6,5.8
20.089330,72.4,-56.5,5.8
20.093129,72.4,-56.4,5.8
20.098180,72.5,-56.3,5.8
20.104859,72.6,-56.2,5.8
20.108227,72.7,-56.1,5.8
20.113263,72.8,-56.0,5.7
20.121379,72.9,-55.9,5.7
20.123351,73.0,-55.7,5.7
20.128488,73.1,-55.6,5.8
20.133235,73.2,-55.4,5.8
20.138533,73.3,-55.3,5.8
20.144305,73.4,-55.1,5.8
20.148610,73.6,-55.0,5.8
20.154605,73.7,-54.8,5.8
20.158590,73.9,-54.6,5.8
20.163537,74.0,-54.5,5.8
20.171295,74.2,-54.3,5.8
20.173781,74.3,-54.2,5.9
20.178553,74.5,-54.0,5.9
20.183594,74.6,-53.9,5.9
20.189437,74.8,-53.7,5.9
20.194718,75.0,-53.6,5.9
20.198630,75.1,-53.4,5.9
20.204628,75.2,-53.3,5.9
20.209741,75.4,-53.1,5.9
20.214099,75.5,-53.0,5.9
20.221565,75.6,-52.8,5.9
20.223898,75.8,-52.7,6.0
20.228920,75.9,-52.6,6.0
20.233962,76.1,-52.4,6.0
20.239434,76.2,-52.3,6.0
20.244052,76.4,-52.2,6.0
20.249175,76.6,-52.1,6.1
20.255192,76.8,-52.1,6.1
20.258957,76.9,-52.0,6.1
20.264074,77.1,-51.9,6.1
20.271620,77.2,-51.8,6.1
20.274110,77.3,-51.7,6.0
20.279097,77.4,-51.6,6.0
20.283972,77.5,-51.4,6.0
20.289823,77.6,-51.3,5.9
20.294340,77.7,-51.2,5.9
20.299180,77.8,-51.0,5.8
20.304802,77.8,-50.9,5.7
20.309463,77.9,-50.8,5.7
20.314302,78.0,-50.6,5.6
20.321826,78.1,-50.5,5.5
20.324333,78.2,-50.4,5.4
20.329334,78.3,-50.3,5.3
20.334385,78.3,-50.2,5.2
20.339510,78.4,-50.1,5.2
20.344503,78.5,-50.1,5.1
20.349453,78.6,-50.0,5.0
20.355993,78.7,-49.9,4.9
20.359492,78.8,-49.9,4.9
20.364636,78.8,-49.8,4.8
20.375900,78.9,-49.7,4.7
20.376172,79.0,-49.6,4.7
20.379606,79.1,-49.6,4.6
20.386930,79.2,-49.5,4.5
20.389847,79.3,-49.4,4.5
20.394930,79.4,-49.3,4.4
20.399800,79.4,-49.2,4.3
20.406812,79.5,-49.1,4.3
20.410914,79.6,-49.0,4.2
20.415538,79.7,-48.8,4.2
20.422337,79.8,-48.7,4.1
20.425155,79.9,-48.6,4.1
20.429881,80.0,-48.5,4.0
20.437966,80.1,-48.4,3.9
20.440192,80.2,-48.4,3.9
20.446193,80.3,-48.3,3.8
20.449911,80.4,-48.2,3.8
20.455750,80.5,-48.1,3.7
20.460248,80.5,-48.0,3.6
20.465040,80.6,-48.0,3.6
20.470953,80.7,-47.9,3.5
20.475672,80.8,-47.8,3.4
20.480893,80.9,-47.7,3.4
20.488327,80.9,-47.6,3.3
20.490683,81.0,-47.6,3.3
20.495165,81.1,-47.5,3.3
20.500073,81.2,-47.4,3.2
20.505262,81.3,-47.4,3.2
20.510314,81.3,-47.3,3.2
20.515248,81.4,-47.2,3.1
20.521948,81.5,-47.2,3.1
20.525310,81.6,-47.1,3.1
20.530337,81.7,-47.1,3.1
20.538309,81.8,-47.0,3.0
20.540609,82.0,-47.0,3.0
20.545552,82.0,-46.9,3.0
20.550471,82.2,-46.8,2.9
20.557200,82.3,-46.8,2.9
20.560506,82.4,-46.7,2.8
20.565427,82.5,-46.7,2.8
20.572344,82.6,-46.6,2.7
20.576202,82.7,-46.6,2.7
20.580851,82.9,-46.5,2.6
20.589203,83.0,-46.5,2.5
20.591181,83.1,-46.5,2.5
20.595761,83.2,-46.4,2.4
20.600713,83.3,-46.4,2.3
20.606158,83.5,-46.4,2.2
20.612053,83.6,-46.3,2.1
20.615934,83.8,-46.3,2.0
20.622455,83.9,-46.2,2.0
20.625811,84.0,-46.2,1.9
20.630933,84.2,-46.2,1.8
20.639024,84.3,-46.1,1.7
20.641759,84.5,-46.1,1.6
20.646038,84.6,-46.0,1.5
20.651755,84.8,-45.9,1.5
20.656622,84.9,-45.9,1.4
20.661069,85.1,-45.8,1.3
20.666219,85.2,-45.8,1.3
20.672565,85.4,-45.7,1.3
20.676285,85.6,-45.6,1.2
20.681230,85.7,-45.5,1.2
20.689155,85.9,-45.5,1.2
20.691556,86.0,-45.4,1.1
20.696408,86.2,-45.3,1.1
20.706572,86.3,-45.2,1.1
