time,Azimuth,Pitch,Roll,
5.752409,86.5,-44.1,-6.9
5.757189,86.6,-44,-6.8
5.762187,86.8,-44,-6.8
5.767402,87,-44,-6.8
5.772172,87.2,-44,-6.8
5.777297,87.4,-44,-6.8
5.782934,87.5,-44,-6.8
5.788326,87.7,-44,-6.8
5.798722,87.7,-44,-6.8
5.802459,87.8,-44,-6.8
5.792347,87.9,-44,-6.8
5.807168,88,-44,-6.8
5.812386,88.2,-44,-6.8
5.817367,88.3,-44,-6.8
5.823061,88.4,-44,-6.8
5.829433,88.6,-44,-6.8
5.834387,88.7,-44,-6.7
5.837881,88.8,-44,-6.7
5.842468,89,-43.9,-6.7
5.848488,89.1,-43.9,-6.7
5.852721,89.3,-43.9,-6.6
5.857619,89.4,-43.9,-6.6
5.862616,89.5,-43.8,-6.5
5.867833,89.6,-43.8,-6.5
5.872611,89.8,-43.8,-6.4
5.877694,89.9,-43.7,-6.4
5.883067,90,-43.7,-6.3
5.887662,90.2,-43.7,-6.3
5.892473,90.3,-43.6,-6.3
5.898692,90.4,-43.6,-6.2
5.9029,90.6,-43.6,-6.2
5.907992,90.7,-43.6,-6.1
5.91286,90.9,-43.6,-6.1
5.918135,90.9,-43.5,-6.1
5.922948,91.1,-43.5,-6
5.928141,91.2,-43.5,-6
5.933487,91.4,-43.4,-5.9
5.938149,91.5,-43.4,-5.9
5.942849,91.7,-43.3,-5.8
5.948859,91.9,-43.3,-5.7
5.953372,92,-43.2,-5.7
5.958069,92.1,-43.2,-5.6
5.965099,92.3,-43.1,-5.5
5.968142,92.4,-43.1,-5.4
5.973416,92.6,-43,-5.3
5.978265,92.7,-43,-5.2
5.983164,92.9,-42.9,-5.1
5.988409,93,-42.9,-5.1
5.994237,93.1,-42.9,-5
6.00225,93.2,-43,-4.9
6.003637,93.3,-42.9,-4.9
6.008557,93.5,-42.8,-4.8
6.017008,93.6,-42.6,-4.7
6.01849,93.7,-42.5,-4.6
6.023605,93.8,-42.3,-4.6
6.028437,93.9,-42.2,-4.5
6.033793,94,-42,-4.4
6.038696,94.1,-41.9,-4.4
6.044614,94.1,-41.7,-4.3
6.048746,94.2,-41.5,-4.3
6.054045,94.3,-41.4,-4.2
6.078656,94.3,-40.7,-4.1
6.058584,94.4,-41.2,-4.2
6.06504,94.4,-41.1,-4.1
6.083771,94.4,-40.6,-4
6.06847,94.5,-40.9,-4.1
6.088737,94.5,-40.5,-4
6.073893,94.6,-40.8,-4.1
6.094422,94.6,-40.4,-4
6.098789,94.6,-40.3,-4
6.103826,94.7,-40.2,-3.9
6.109223,94.8,-40.1,-3.9
6.115197,94.9,-40,-3.9
6.11901,95,-40,-3.8
6.12404,95.1,-39.9,-3.8
6.132259,95.2,-39.8,-3.7
6.134502,95.3,-39.7,-3.6
6.138949,95.4,-39.6,-3.6
6.144264,95.5,-39.5,-3.5
6.154491,95.5,-39.4,-3.4
6.149113,95.6,-39.5,-3.5
6.15913,95.6,-39.3,-3.3
6.165777,95.7,-39.2,-3.3
6.17077,95.8,-39.1,-3.3
6.174215,95.9,-39,-3.2
6.179552,96,-38.9,-3.2
6.184465,96.1,-38.8,-3.1
6.189279,96.2,-38.7,-3.1
6.19445,96.2,-38.6,-3.1
6.199748,96.3,-38.5,-3.1
6.20557,96.4,-38.4,-3
6.209207,96.4,-38.3,-3
6.215006,96.5,-38.2,-3
6.219698,96.6,-38.1,-3
6.224584,96.6,-38,-3
6.231669,96.7,-37.9,-3
6.234781,96.8,-37.8,-3
6.239486,96.8,-37.7,-3.1
6.244602,96.9,-37.7,-3.1
6.24959,97,-37.6,-3.1
6.254718,97,-37.5,-3.1
6.259884,97.1,-37.5,-3.2
6.265069,97.2,-37.4,-3.2
6.270007,97.2,-37.3,-3.2
6.2748,97.2,-37.2,-3.3
6.281558,97.3,-37.2,-3.3
6.284553,97.4,-37.1,-3.3
6.29458,97.4,-37,-3.4
6.289293,97.5,-37,-3.4
6.299897,97.5,-36.9,-3.4
6.304658,97.6,-36.8,-3.4
6.309616,97.7,-36.8,-3.4
6.315266,97.8,-36.7,-3.4
6.32039,97.9,-36.6,-3.4
6.32519,98,-36.6,-3.4
6.331382,98.1,-36.5,-3.4
6.335349,98.1,-36.4,-3.4
6.339861,98.2,-36.4,-3.4
6.344918,98.3,-36.3,-3.4
6.350154,98.4,-36.2,-3.4
6.355209,98.4,-36.1,-3.3
6.360123,98.5,-36,-3.3
6.365081,98.6,-35.9,-3.3
6.370163,98.7,-35.8,-3.3
6.375072,98.8,-35.8,-3.3
6.381362,98.9,-35.7,-3.2
6.38542,99,-35.6,-3.2
6.390217,99.1,-35.5,-3.2
6.395331,99.1,-35.4,-3.2
6.400325,99.2,-35.3,-3.1
6.405397,99.3,-35.2,-3.1
6.410439,99.4,-35.1,-3.1
6.415933,99.4,-35,-3.1
6.420813,99.5,-34.9,-3
6.425498,99.5,-34.8,-3
6.431802,99.6,-34.7,-3
6.435781,99.6,-34.6,-3
6.440736,99.7,-34.5,-2.9
6.918114,99.7,-24.6,-3.1
6.923853,99.7,-24.5,-3.1
6.928272,99.7,-24.4,-3.1
6.933516,99.7,-24.4,-3.2
6.939768,99.7,-24.3,-3.2
6.94302,99.7,-24.2,-3.2
6.948174,99.7,-24.2,-3.2
6.953669,99.7,-24.1,-3.2
6.958023,99.7,-24,-3.2
6.964675,99.7,-23.9,-3.1
6.446044,99.8,-34.4,-2.9
6.450487,99.8,-34.3,-2.9
6.45581,99.8,-34.2,-2.9
6.88255,99.8,-25,-3
6.887776,99.8,-25,-3
6.893376,99.8,-24.9,-3
6.899449,99.8,-24.8,-3
6.903051,99.8,-24.8,-3
6.907903,99.8,-24.7,-3.1
6.914723,99.8,-24.6,-3.1
6.968227,99.8,-23.9,-3.1
6.973618,99.8,-23.8,-3.1
6.978395,99.8,-23.7,-3.1
6.983826,99.8,-23.6,-3.1
6.988632,99.8,-23.5,-3
6.993759,99.8,-23.5,-3
6.998988,99.8,-23.4,-3
7.003665,99.8,-23.3,-2.9
7.008438,99.8,-23.2,-2.9
7.015179,99.8,-23.1,-2.9
7.018854,99.8,-23,-2.9
7.023418,99.8,-22.9,-2.8
7.028569,99.8,-22.9,-2.8
7.034188,99.8,-22.8,-2.8
7.039061,99.8,-22.7,-2.8
7.043869,99.8,-22.6,-2.8
7.048993,99.8,-22.6,-2.8
7.054084,99.8,-22.5,-2.8
7.058817,99.8,-22.4,-2.8
7.064352,99.8,-22.3,-2.8
7.068707,99.8,-22.3,-2.8
7.074143,99.8,-22.2,-2.8
7.078771,99.8,-22.2,-2.9
7.090954,99.8,-22.1,-2.9
7.091213,99.8,-22.1,-2.9
7.094302,99.8,-22,-2.9
7.099774,99.8,-21.9,-2.9
7.103979,99.8,-21.9,-2.9
7.108962,99.8,-21.8,-2.9
7.117015,99.8,-21.7,-2.9
7.118816,99.8,-21.7,-2.9
7.12384,99.8,-21.6,-2.9
7.128876,99.8,-21.5,-2.8
7.134339,99.8,-21.4,-2.8
7.139258,99.8,-21.3,-2.8
6.460856,99.9,-34.1,-2.9
6.864872,99.9,-25.4,-2.9
6.867682,99.9,-25.3,-2.9
6.882331,99.9,-25.2,-2.9
